City,State,Zip,Country
Franklin,LA,70538,USA
De Soto,MO,63020,USA
Sweetwater,TN,37874,USA
Taos,NM,87571,USA
Abilene,KS,67410,USA
Cynthiana,KY,41031,USA
Douglas,WY,82633,USA
Lebanon,KY,40033,USA
Milford,MI,48380,USA
Leitchfield,KY,42754,USA
Morrow,GA,30260,USA
Eudora,KS,66025,USA
Newport,NH,3773,USA
Harrah,OK,73045,USA
Sidney,NE,69160,USA
Henderson,TN,38340,USA
Burlington,WI,53105,USA
Orleans,MA,2653,USA
Plymouth,NH,3264,USA
Elburn,IL,60119,USA
Maize,KS,67101,USA
Carver,MN,55315,USA
Horseheads,NY,14845,USA
Walker,LA,70785,USA
Mount Vernon,IN,47620,USA
Hamilton,NY,13346,USA
Ashburnham,MA,1430,USA
Colusa,CA,95932,USA
Twin Lakes,WI,53181,USA
Warrenton,OR,97146,USA
Crestwood,KY,40014,USA
Hampstead,MD,21074,USA
Penitas,TX,78576,USA
Black Diamond,WA,98010,USA
Tecumseh,OK,74873,USA
Dillon,SC,29536,USA
Elm Grove,WI,53122,USA
Calipatria,CA,92233,USA
Oakland,ME,4963,USA
Bridgeport,TX,76426,USA
Whitestown,IN,46075,USA
Clyde,OH,43410,USA
Rossford,OH,43460,USA
Loudon,TN,37774,USA
Salem,IN,47167,USA
Crockett,TX,75835,USA
Kingston,NH,3848,USA
Palmer,AK,99645,USA
Slinger,WI,53086,USA
Orange City,IA,51041,USA
Mendon,MA,1756,USA
Rowley,MA,1969,USA
Huntington Woods,MI,48070,USA
Bethel,AK,99559,USA
Temple,GA,30179,USA
Woodstock,NY,12498,USA
Cedarburg,WI,53012,USA
Manistee,MI,49660,USA
Mead,CO,80542,USA
Sheridan,OR,97378,USA
Prosser,WA,99350,USA
Huron,CA,93234,USA
Killingworth,CT,6419,USA
Rupert,ID,83350,USA
Ville Platte,LA,70586,USA
Dalton,MA,1226,USA
Portland,IN,47371,USA
Gladewater,TX,75647,USA
White Oak,TX,75693,USA
Midway,UT,84049,USA
Pigeon Forge,TN,37863,USA
East Rochester,NY,14445,USA
Rochester,IN,46975,USA
Batavia,NY,14020,USA
Jackson,OH,45640,USA
Princeton,KY,42445,USA
Marion,SC,29571,USA
Southampton,MA,1073,USA
Cherryville,NC,28021,USA
Sultan,WA,98294,USA
Talent,OR,97540,USA
Henniker,NH,3242,USA
Ishpeming,MI,49849,USA
Winthrop,ME,4364,USA
Homer,NY,13077,USA
Gustine,CA,95322,USA
Barnesville,GA,30204,USA
Independence,IA,50644,USA
Hempstead,TX,77445,USA
Rockford,MI,49341,USA
Jonesborough,TN,37659,USA
Sidney,MT,59270,USA
New Boston,NH,3070,USA
Braidwood,IL,60408,USA
Pass Christian,MS,39571,USA
Willard,OH,44888,USA
Hurley,NY,12443,USA
Crystal City,TX,78839,USA
Martins Ferry,OH,43935,USA
Torrington,WY,82240,USA
Van Alstyne,TX,75495,USA
Rushville,IN,46173,USA
Wayne,NE,68787,USA
Beacon Falls,CT,6403,USA
Aztec,NM,87410,USA
Corry,PA,16407,USA
Auburn,NH,3032,USA
Edgewood,NM,87015,USA
Willows,CA,95988,USA
Kingston,TN,37763,USA
Marlborough,CT,6447,USA
Madison,WI,53701,USA
Gardiner,ME,4345,USA
Angier,NC,27501,USA
Madison,SD,57042,USA
Harriman,TN,37748,USA
Littleton,NH,3561,USA
Greenwood,MO,64034,USA
Mocksville,NC,27028,USA
Dallas,NC,28034,USA
Darlington,SC,29532,USA
Gas City,IN,46933,USA
Lewistown,MT,59457,USA
Blackwell,OK,74631,USA
Houlton,ME,4730,USA
Wappingers Falls,NY,12590,USA
Krum,TX,76249,USA
Claverack,NY,12513,USA
Granby,MA,1033,USA
Maquoketa,IA,52060,USA
Cave Springs,AR,72718,USA
Polk City,IA,50226,USA
De Queen,AR,71832,USA
Pevely,MO,63070,USA
Alton,NH,3809,USA
Pauls Valley,OK,73075,USA
East Aurora,NY,14052,USA
Clairton,PA,15025,USA
Blaine,WA,98230,USA
Wilmore,KY,40390,USA
Waterville,OH,43566,USA
Edna,TX,77957,USA
Hopedale,MA,1747,USA
Chillicothe,IL,61523,USA
Rittman,OH,44270,USA
Dundee,FL,33838,USA
Monticello,IL,61856,USA
Lake City,SC,29560,USA
Preston,ID,83263,USA
Stokesdale,NC,27357,USA
Franklin,PA,16323,USA
Solvang,CA,93463,USA
Hartford City,IN,47348,USA
Crescent City,CA,95531,USA
Hillsborough,NH,3244,USA
Truth or Consequences,NM,87901,USA
Oakwood,GA,30566,USA
Raton,NM,87740,USA
Hamlet,NC,28345,USA
Byron,GA,31008,USA
Port Clinton,OH,43452,USA
Belding,MI,48809,USA
Louisville,MS,39339,USA
Richmond,MO,64085,USA
Greenbrier,AR,72058,USA
Peculiar,MO,64078,USA
Plaquemine,LA,70764,USA
Medina,NY,14103,USA
Erwin,TN,37650,USA
Poland,ME,4274,USA
Tallulah,LA,71282,USA
Hilton,NY,14468,USA
Ephraim,UT,84627,USA
Rumford,ME,4276,USA
Holly,MI,48442,USA
Alpine,TX,79830,USA
Northfield,VT,5663,USA
Brookville,OH,45309,USA
Avon,CO,81620,USA
Holdenville,OK,74848,USA
Eaton,CO,80615,USA
Weiser,ID,83672,USA
Alvarado,TX,76009,USA
Woodstock,VA,22664,USA
Alma,AR,72921,USA
Yoakum,TX,77995,USA
Watford City,ND,58854,USA
Westmoreland,NY,13490,USA
Geneva,OH,44041,USA
Metropolis,IL,62960,USA
Homer,AK,99603,USA
Verona,NY,13478,USA
Kermit,TX,79745,USA
Duanesburg,NY,12056,USA
Walkertown,NC,27051,USA
Petoskey,MI,49770,USA
Starke,FL,32091,USA
Aledo,TX,76008,USA
Estes Park,CO,80511,USA
Dover,MA,2030,USA
Groveport,OH,43125,USA
Tonganoxie,KS,66086,USA
Belle Fourche,SD,57717,USA
Turner,ME,4282,USA
Fruitland,MD,21826,USA
Blythewood,SC,29016,USA
Swartz Creek,MI,48473,USA
Attalla,AL,35954,USA
Oelwein,IA,50662,USA
Onalaska,WI,54650,USA
Wilmer,TX,75172,USA
Corning,NY,14830,USA
Hudson,NY,12534,USA
Hillsboro,IL,62049,USA
Margaret,AL,35112,USA
Eastham,MA,2642,USA
Dos Palos,CA,93620,USA
Evansville,WI,53536,USA
District Heights,MD,20747,USA
Rochester,MA,2770,USA
Carterville,IL,62918,USA
Perry,NY,14530,USA
Central City,KY,42330,USA
Salida,CO,81201,USA
Tiffin,IA,52340,USA
Germantown,OH,45327,USA
Estherville,IA,51334,USA
Childress,TX,79201,USA
Monroeville,AL,36460,USA
Edgerton,WI,53534,USA
Cottleville,MO,63338,USA
Peoria Heights,IL,61616,USA
Livingston,TX,77351,USA
Littlefield,TX,79339,USA
Beardstown,IL,62618,USA
New Gloucester,ME,4260,USA
Pontotoc,MS,38863,USA
Goshen,NY,10924,USA
Monticello,KY,42633,USA
Dumfries,VA,22026,USA
Webster,NY,14580,USA
Brookline,NH,3033,USA
Berryville,AR,72616,USA
Dayton,KY,41074,USA
Slaton,TX,79364,USA
Willow Springs,IL,60480,USA
Coal City,IL,60416,USA
Rosendale,NY,12472,USA
Richland,NY,13144,USA
Paola,KS,66071,USA
Bowie,TX,76230,USA
Villa Park,CA,92861,USA
Bolton,MA,1740,USA
Princeton,WV,24739,USA
Du Quoin,IL,62832,USA
Philomath,OR,97370,USA
Patterson,LA,70392,USA
Dunlap,TN,37327,USA
Lafayette,TN,37083,USA
Dundee,MI,48131,USA
Columbia,MS,39429,USA
Lee,MA,1238,USA
Loudon,NH,3307,USA
Washingtonville,NY,10992,USA
Nashville,NC,27856,USA
Jackson,GA,30233,USA
Poolesville,MD,20837,USA
East Alton,IL,62024,USA
Covington,VA,24426,USA
Rensselaer,IN,47978,USA
Rainsville,AL,35986,USA
Glencoe,MN,55336,USA
Winston,OR,97496,USA
Zeeland,MI,49464,USA
Chisago City,MN,55013,USA
Marion,VA,24354,USA
International Falls,MN,56649,USA
Fort Myers Beach,FL,33931,USA
Elsa,TX,78543,USA
Senoia,GA,30276,USA
Ulysses,KS,67880,USA
Little Suamico,WI,54141,USA
Columbia Falls,MT,59912,USA
Belleview,FL,34420,USA
Williams,CA,95987,USA
Bridgton,ME,4009,USA
Creswell,OR,97426,USA
Waynesboro,GA,30830,USA
Gardiner,NY,12525,USA
New London,WI,54961,USA
Bellevue,KY,41073,USA
Trenton,MO,64683,USA
Henryetta,OK,74437,USA
Adel,GA,31620,USA
Lyndon,VT,5849,USA
Eastman,GA,31023,USA
Lyons,NY,14489,USA
Hutchins,TX,75141,USA
Odessa,MO,64076,USA
Rye,NH,3870,USA
Dowagiac,MI,49047,USA
Mena,AR,71953,USA
Justin,TX,76247,USA
Hyde Park,UT,84318,USA
Grafton,OH,44044,USA
Wilmington,IL,60481,USA
Carlinville,IL,62626,USA
Walton,KY,41094,USA
Amsterdam,NY,12010,USA
Osceola,IA,50213,USA
Chestertown,MD,21620,USA
Bessemer City,NC,28016,USA
Harwinton,CT,6791,USA
Granville,OH,43023,USA
Goddard,KS,67052,USA
Bath,NY,14810,USA
Grosse Pointe,MI,48230,USA
Lake Bluff,IL,60044,USA
Luling,TX,78648,USA
Colby,KS,67701,USA
Sandersville,GA,31082,USA
Jamestown,RI,2835,USA
Rockwood,TN,37854,USA
Pahokee,FL,33476,USA
Mount Carmel,TN,37645,USA
New Castle,DE,19720,USA
Barre,MA,1005,USA
Brookshire,TX,77423,USA
Cicero,IN,46034,USA
Anadarko,OK,73005,USA
Rockdale,TX,76567,USA
Anamosa,IA,52205,USA
Spirit Lake,IA,51360,USA
Ashland City,TN,37015,USA
Rothschild,WI,54474,USA
Red Oak,IA,51566,USA
Watertown,NY,13601,USA
Holtville,CA,92250,USA
New Carlisle,OH,45344,USA
Sinton,TX,78387,USA
Holdrege,NE,68949,USA
Argyle,TX,76226,USA
Sylvester,GA,31791,USA
Leesville,LA,71446,USA
Semmes,AL,36575,USA
Walnut Ridge,AR,72476,USA
Spring Grove,IL,60081,USA
Manchester,MD,21102,USA
Monticello,IN,47960,USA
Emporia,VA,23847,USA
Hollywood,SC,29449,USA
Polson,MT,59860,USA
Jaffrey,NH,3452,USA
White Hall,AR,71602,USA
Marlin,TX,76661,USA
Sheldon,IA,51201,USA
Walterboro,SC,29488,USA
Spring Valley,IL,61362,USA
Macon,MO,63552,USA
Winterset,IA,50273,USA
Rigby,ID,83442,USA
Malone,NY,12953,USA
Thatcher,AZ,85552,USA
Cramerton,NC,28032,USA
Wellston,OH,45692,USA
Rusk,TX,75785,USA
Okeechobee,FL,34972,USA
Waynesville,MO,65583,USA
Saint Paul Park,MN,55071,USA
Atlanta,TX,75551,USA
Waterbury,VT,5671,USA
Kodiak,AK,99615,USA
Cameron,TX,76520,USA
Iola,KS,66749,USA
Medina,TN,38355,USA
Chelsea,MI,48118,USA
Collins,NY,14034,USA
Posen,IL,60469,USA
Saint Robert,MO,65584,USA
Fairport,NY,14450,USA
Oak Bluffs,MA,2557,USA
Kirkwood,NY,13795,USA
Algona,IA,50511,USA
Nottingham,NH,3290,USA
Ripley,MS,38663,USA
Ione,CA,95640,USA
Genoa,IL,60135,USA
Clarinda,IA,51632,USA
Benson,AZ,85602,USA
Central,SC,29630,USA
Paris,ME,4271,USA
Roanoke,AL,36274,USA
New Ipswich,NH,3071,USA
Highwood,IL,60040,USA
Forest,MS,39074,USA
Salem,NJ,8079,USA
Moab,UT,84532,USA
Chester,NH,3036,USA
Centerville,IA,52544,USA
Estacada,OR,97023,USA
Smithville,TN,37166,USA
Saint Martinville,LA,70582,USA
Mabank,TX,75147,USA
Montevideo,MN,56265,USA
Canal Fulton,OH,44614,USA
Caruthersville,MO,63830,USA
Buckley,WA,98321,USA
Ghent,NY,12075,USA
Marion,MA,2738,USA
Stowe,VT,5672,USA
Grambling,LA,71245,USA
West Salem,WI,54669,USA
Camden,ME,4843,USA
Flagler Beach,FL,32136,USA
Tipton,IN,46072,USA
Pleasant View,TN,37146,USA
Johnstown,OH,43031,USA
Bethany,CT,6524,USA
Waldoboro,ME,4572,USA
Hadley,MA,1035,USA
Bar Harbor,ME,4609,USA
Westville,IN,46391,USA
Edgartown,MA,2539,USA
Social Circle,GA,30025,USA
Delavan,WI,53115,USA
Ada,OH,45810,USA
Berlin,MD,21811,USA
Madisonville,TN,37354,USA
Columbia,CT,6237,USA
Brush,CO,80723,USA
Sergeant Bluff,IA,51054,USA
Rockmart,GA,30153,USA
North Manchester,IN,46962,USA
Chardon,OH,44024,USA
Headland,AL,36345,USA
Wright City,MO,63390,USA
Middletown,MD,21769,USA
Gladstone,MI,49837,USA
Blakely,GA,39823,USA
Post,TX,79356,USA
Norway,ME,4268,USA
Tillamook,OR,97141,USA
Toronto,OH,43964,USA
Warren,AR,71671,USA
Chadron,NE,69337,USA
Hugo,OK,74743,USA
East Granby,CT,6026,USA
Margate City,NJ,8402,USA
Fairfax,VT,5454,USA
Brewton,AL,36426,USA
Hiram,GA,30141,USA
Saint Helena,CA,94574,USA
Titusville,PA,16354,USA
Bolivar,TN,38008,USA
Fort Meade,FL,33841,USA
Lawrenceburg,IN,47025,USA
Northwood,OH,43619,USA
Richlands,VA,24641,USA
Chester,SC,29706,USA
Pendleton,IN,46064,USA
Eaton Rapids,MI,48827,USA
Vinita,OK,74301,USA
Manchester,IA,52057,USA
Bristol,WI,53104,USA
Breckenridge,TX,76424,USA
North Stonington,CT,6359,USA
Uhrichsville,OH,44683,USA
Marilla,NY,14102,USA
Eureka,IL,61530,USA
Alexandria,IN,46001,USA
Herculaneum,MO,63048,USA
Hamilton,MT,59840,USA
Allegan,MI,49010,USA
Williamsburg,KY,40769,USA
Moultonborough,NH,3254,USA
Linton,IN,47441,USA
Deerfield,MA,1342,USA
Veneta,OR,97487,USA
Mayville,WI,53050,USA
Carlisle,MA,1741,USA
Wildwood,NJ,8260,USA
Frankenmuth,MI,48734,USA
Big Stone Gap,VA,24219,USA
Camilla,GA,31730,USA
Whiteland,IN,46184,USA
Tucumcari,NM,88401,USA
North Berwick,ME,3906,USA
Center,TX,75935,USA
Berkeley,IL,60163,USA
Utica,MI,48315,USA
New Martinsville,WV,26155,USA
Liberty,NY,12754,USA
Attica,NY,14011,USA
Mechanicville,NY,12118,USA
Glenwood,IA,51534,USA
Cave Creek,AZ,85327,USA
Lone Grove,OK,73443,USA
Duquesne,PA,15110,USA
Kanab,UT,84741,USA
Giddings,TX,78942,USA
Elmsford,NY,10523,USA
Cherokee,IA,51012,USA
Kingsford,MI,49802,USA
Minocqua,WI,54548,USA
Jackson,CA,95642,USA
Shelley,ID,83274,USA
Windsor Heights,IA,50324,USA
Port Isabel,TX,78578,USA
Poplar Grove,IL,61065,USA
Buellton,CA,93427,USA
Winona Lake,IN,46590,USA
Buckhannon,WV,26201,USA
Sheridan,AR,72150,USA
Sabattus,ME,4280,USA
Broadalbin,NY,12025,USA
Canterbury,CT,6331,USA
Ixonia,WI,53036,USA
North Salem,NY,10560,USA
Williamston,NC,27892,USA
Jericho,VT,5465,USA
Pana,IL,62557,USA
Orange,VA,22960,USA
Maine,NY,13802,USA
Union Grove,WI,53182,USA
Monee,IL,60449,USA
Morris,MN,56267,USA
Redwood Falls,MN,56283,USA
Palmetto,GA,30268,USA
Penn Yan,NY,14527,USA
Kimberly,ID,83341,USA
Valparaiso,FL,32580,USA
Lenox,MA,1240,USA
Louisburg,KS,66053,USA
Davison,MI,48423,USA
Concordia,KS,66901,USA
Muleshoe,TX,79347,USA
Adairsville,GA,30103,USA
Glennville,GA,30427,USA
Ayden,NC,28513,USA
Springville,AL,35146,USA
Whitehouse,OH,43571,USA
Savannah,MO,64485,USA
Big Bear Lake,CA,92315,USA
Calistoga,CA,94515,USA
Gilmer,TX,75644,USA
Lakeport,CA,95453,USA
Paxton,MA,1612,USA
Colville,WA,99114,USA
Pleasant Garden,NC,27313,USA
Mineola,TX,75773,USA
Bucksport,ME,4416,USA
Saint Clairsville,OH,43950,USA
Medical Lake,WA,99022,USA
Oneonta,NY,13820,USA
Bisbee,AZ,85603,USA
Pinckneyville,IL,62274,USA
Sea Cliff,NY,11579,USA
Munroe Falls,OH,44262,USA
Brady,TX,76825,USA
Cornelia,GA,30531,USA
Barnstead,NH,3218,USA
Bluefield,VA,24605,USA
Hazard,KY,41701,USA
Iowa Falls,IA,50126,USA
Ironwood,MI,49938,USA
Alva,OK,73717,USA
Becker,MN,55308,USA
Milan,IL,61264,USA
Cheraw,SC,29520,USA
Lindstrom,MN,55045,USA
Staunton,IL,62088,USA
Ballston Spa,NY,12020,USA
Odenville,AL,35120,USA
Creedmoor,NC,27522,USA
Island Park,NY,11558,USA
Warren,MA,1083,USA
Wadesboro,NC,28170,USA
Kingfisher,OK,73750,USA
Baxley,GA,31513,USA
Colona,IL,61241,USA
Richland Center,WI,53581,USA
Deerfield,NH,3037,USA
Sonora,CA,95370,USA
Fellsmere,FL,32948,USA
Pound Ridge,NY,10576,USA
Progreso,TX,78579,USA
Sulphur,OK,73086,USA
Vinton,IA,52349,USA
Newfield,NY,14867,USA
Circle Pines,MN,55014,USA
Wauchula,FL,33873,USA
Ardsley,NY,10502,USA
Epsom,NH,3234,USA
Saltillo,MS,38866,USA
Wahoo,NE,68066,USA
Rocky Mount,VA,24151,USA
Omak,WA,98841,USA
Wenham,MA,1984,USA
Granite Falls,NC,28630,USA
Denton,MD,21629,USA
Boylston,MA,1505,USA
Barling,AR,72923,USA
Breckenridge,CO,80424,USA
Madison,GA,30650,USA
Midland,NC,28107,USA
Hampden,MA,1036,USA
Lonsdale,MN,55046,USA
Port Allen,LA,70767,USA
Holly Ridge,NC,28445,USA
Charlestown,NH,3603,USA
Baldwin City,KS,66006,USA
Leonardtown,MD,20650,USA
Saranac Lake,NY,12983,USA
Warren,ME,4864,USA
Conklin,NY,13748,USA
Sparta,TN,38583,USA
Hinton,OK,73047,USA
Cherokee Village,AR,72525,USA
Hector,NY,14841,USA
Daleville,AL,36322,USA
Shenandoah,IA,51601,USA
Nashville,GA,31639,USA
Pilot Point,TX,76258,USA
Willits,CA,95490,USA
Rogersville,MO,65742,USA
Marksville,LA,71351,USA
Wamego,KS,66547,USA
Chatsworth,GA,30705,USA
Lincoln,ME,4457,USA
Greenwich,NY,12834,USA
Indian Wells,CA,92210,USA
Abbeville,SC,29620,USA
Needles,CA,92363,USA
Luverne,MN,56156,USA
Holbrook,AZ,86025,USA
Creve Coeur,IL,61610,USA
South Bay,FL,33493,USA
Randolph,VT,5060,USA
Keyser,WV,26726,USA
New Castle,CO,81647,USA
Aberdeen,MS,39730,USA
Columbia,KY,42728,USA
Coopersville,MI,49404,USA
Watertown,MN,55388,USA
Wellington,OH,44090,USA
Harlan,IA,51537,USA
Clarkdale,AZ,86324,USA
Chittenango,NY,13037,USA
Granite Falls,WA,98252,USA
Bolton,CT,6043,USA
Luray,VA,22835,USA
Schuyler Falls,NY,12985,USA
Cheboygan,MI,49721,USA
Winchester,IN,47394,USA
Newton,NH,3858,USA
Fremont,NH,3044,USA
Mount Pleasant,TN,38474,USA
Ashland,MO,65010,USA
Osage Beach,MO,65065,USA
Newport,MN,55055,USA
Clinton,IN,47842,USA
Carthage,MS,39051,USA
Platte City,MO,64079,USA
Glendive,MT,59330,USA
Deer Park,WA,99006,USA
DeWitt,MI,48820,USA
Winfield,AL,35594,USA
Ogallala,NE,69153,USA
Worland,WY,82401,USA
Palos Park,IL,60464,USA
Elberton,GA,30635,USA
Madison,ME,4950,USA
Connell,WA,99326,USA
Humboldt,IA,50548,USA
Hoopeston,IL,60942,USA
Fairfield,IL,62837,USA
Constantia,NY,13044,USA
Marseilles,IL,61341,USA
Dilworth,MN,56529,USA
West Milton,OH,45383,USA
Silverthorne,CO,80497,USA
Old Westbury,NY,11568,USA
Tallassee,AL,36078,USA
Sayre,OK,73662,USA
Carmi,IL,62821,USA
Benton,KY,42025,USA
New Prague,MN,56071,USA
Horseshoe Bay,TX,78657,USA
Centreville,MD,21617,USA
Higginsville,MO,64037,USA
Grayson,GA,30017,USA
Saint Clair,MO,63077,USA
South Hill,VA,23970,USA
Windom,MN,56101,USA
Alfred,NY,14802,USA
Avon,MA,2322,USA
Forsyth,GA,31029,USA
Fortville,IN,46040,USA
North Brookfield,MA,1535,USA
Columbiana,AL,35051,USA
Berryville,VA,22611,USA
Carrizo Springs,TX,78834,USA
Flora,IL,62839,USA
Le Claire,IA,52753,USA
Pittsboro,NC,27312,USA
Chisholm,MN,55719,USA
Manitou Springs,CO,80829,USA
Crystal City,MO,63019,USA
Piedmont,AL,36272,USA
Locust,NC,28097,USA
Ticonderoga,NY,12883,USA
Coldwater,OH,45828,USA
Saint James,MN,56081,USA
Florence,MS,39073,USA
Hinesburg,VT,5461,USA
Crystal Springs,MS,39059,USA
Erwin,NC,28339,USA
Beaufort,NC,28516,USA
Winnsboro,LA,71295,USA
Ashville,OH,43103,USA
Valdese,NC,28690,USA
Boiling Springs,NC,28017,USA
East Palestine,OH,44413,USA
Centralia,MO,65240,USA
Weaverville,NC,28787,USA
Northwood,NH,3261,USA
Beecher,IL,60401,USA
Buhl,ID,83316,USA
Westlake,LA,70669,USA
American Falls,ID,83211,USA
La Joya,TX,78560,USA
Jay,ME,4239,USA
Negaunee,MI,49866,USA
Hollister,MO,65672,USA
Ahoskie,NC,27910,USA
Whiteville,NC,28472,USA
Childersburg,AL,35044,USA
Salem,MO,65560,USA
Haverhill,NH,3765,USA
Greenville,NY,12083,USA
Tuscola,IL,61953,USA
Edwardsville,KS,66113,USA
Aurora,NE,68818,USA
Cochran,GA,31014,USA
Hallsville,TX,75650,USA
Jeanerette,LA,70544,USA
Holts Summit,MO,65043,USA
Bremen,IN,46506,USA
Randleman,NC,27317,USA
Fox River Grove,IL,60021,USA
Crandall,TX,75114,USA
Vail,CO,81657,USA
Breese,IL,62230,USA
Folkston,GA,31537,USA
Rogersville,TN,37857,USA
Sherman,IL,62684,USA
Manlius,NY,13104,USA
Sauk Centre,MN,56378,USA
Southampton,NY,11968,USA
Lebanon,IL,62254,USA
Crossett,AR,71635,USA
Shelbyville,IL,62565,USA
Berwick,LA,70342,USA
Buffalo,WY,82834,USA
Raymond,ME,4071,USA
Lee,NH,3861,USA
Brisbane,CA,94005,USA
Vermilion,OH,44089,USA
Ligonier,IN,46767,USA
Wellsville,NY,14895,USA
Barnwell,SC,29812,USA
Grafton,WV,26354,USA
Fremont,MI,49412,USA
Jackson,AL,36545,USA
Bellevue,OH,44811,USA
Vassalboro,ME,4989,USA
Mansfield,LA,71052,USA
Springhill,LA,71075,USA
Milton,NH,3851,USA
Lexington,MO,64067,USA
Olympia Fields,IL,60461,USA
Clayton,WI,54004,USA
Ossipee,NH,3864,USA
Camanche,IA,52730,USA
Madisonville,TX,77864,USA
Ellisville,MS,39437,USA
West Newbury,MA,1985,USA
Canton,TX,75103,USA
Diboll,TX,75941,USA
Whiteville,TN,38075,USA
Huxley,IA,50124,USA
Watseka,IL,60970,USA
North Hampton,NH,3862,USA
Mountain Grove,MO,65711,USA
Dyersville,IA,52040,USA
Mount Vernon,MO,65712,USA
New Boston,TX,75570,USA
Marion,NY,14505,USA
Eldon,MO,65026,USA
Fredericktown,MO,63645,USA
Nelsonville,OH,45764,USA
Newton Falls,OH,44444,USA
Hearne,TX,77859,USA
Oneida,WI,54155,USA
Enfield,NH,3748,USA
La Verkin,UT,84745,USA
Waynesboro,MS,39367,USA
Freeburg,IL,62243,USA
Whiting,IN,46394,USA
Dexter,MI,48130,USA
Raeford,NC,28376,USA
Hartwell,GA,30643,USA
Binghamton,NY,13901,USA
Danville,NH,3819,USA
Robbins,IL,60472,USA
Jasper,GA,30143,USA
Soldotna,AK,99669,USA
Dardanelle,AR,72834,USA
China Grove,NC,28023,USA
Wapato,WA,98951,USA
Edenton,NC,27932,USA
Clintonville,WI,54929,USA
Fulton,MS,38843,USA
Hancock,MI,49930,USA
Mount Vernon,IA,52314,USA
Lillington,NC,27546,USA
Devine,TX,78016,USA
Prospect,KY,40059,USA
West Wendover,NV,89883,USA
Evansdale,IA,50707,USA
Nassau,NY,12123,USA
Canastota,NY,13032,USA
Dawsonville,GA,30534,USA
Farmville,NC,27828,USA
Shallotte,NC,28459,USA
Vilonia,AR,72173,USA
California,MO,65018,USA
Newport,NC,28570,USA
Auburn,IL,62615,USA
Waverly,NE,68462,USA
Archbold,OH,43502,USA
Foster,RI,2825,USA
Marlow,OK,73055,USA
Wonder Lake,IL,60097,USA
Jonesboro,GA,30236,USA
Perry,OK,73077,USA
Falfurrias,TX,78355,USA
Morgan,UT,84050,USA
Selmer,TN,38375,USA
Georgetown,OH,45121,USA
New Lexington,OH,43764,USA
McLoud,OK,74851,USA
La Grange,TX,78945,USA
Castleton,VT,5735,USA
Crestline,OH,44827,USA
Deep River,CT,6417,USA
Haughton,LA,71037,USA
Perryville,MD,21903,USA
Moriah,NY,12960,USA
Belton,SC,29627,USA
Cortland,IL,60112,USA
Scottsville,KY,42164,USA
Woodruff,SC,29388,USA
Mills,WY,82644,USA
West Bend,WI,53090,USA
Stone Park,IL,60165,USA
Ottawa,OH,45875,USA
Huntingdon,TN,38344,USA
Wayland,MI,49348,USA
Cobleskill,NY,12043,USA
Eagar,AZ,85925,USA
Harrogate,TN,37752,USA
New London,NH,3257,USA
Pittsburg,TX,75686,USA
Tazewell,VA,24651,USA
Norfolk,NY,13667,USA
Pocola,OK,74902,USA
Lake City,MN,55041,USA
Egg Harbor City,NJ,8215,USA
Greene,ME,4236,USA
Prescott,WI,54021,USA
Loxley,AL,36551,USA
Grafton,WI,53024,USA
Pocomoke City,MD,21851,USA
Greenville,KY,42345,USA
Canton,NC,28716,USA
Edinburgh,IN,46124,USA
Lafayette,OR,97127,USA
Middleville,MI,49333,USA
Goodland,KS,67735,USA
Chelan,WA,98816,USA
Caseyville,IL,62232,USA
Sunset Beach,NC,28468,USA
Louisville,TN,37777,USA
Summerville,GA,30747,USA
Tulia,TX,79088,USA
Somerset,WI,54025,USA
New Roads,LA,70760,USA
Barboursville,WV,25504,USA
Bloomfield Hills,MI,48301,USA
Riverside,MO,64150,USA
Sherborn,MA,1770,USA
Sykesville,MD,21784,USA
Brookland,AR,72417,USA
La Center,WA,98629,USA
Isle of Palms,SC,29451,USA
Palacios,TX,77465,USA
Gaylord,MI,49734,USA
Russell,KS,67665,USA
Scott City,MO,63780,USA
Caldwell,TX,77836,USA
Haleyville,AL,35565,USA
Paxton,IL,60957,USA
Oxford,ME,4270,USA
Jacksboro,TX,76458,USA
Wayzata,MN,55391,USA
Mount Orab,OH,45154,USA
Hubbardston,MA,1452,USA
Plain City,OH,43064,USA
Strafford,NH,3884,USA
Salem,CT,6420,USA
Greenfield,OH,45123,USA
Reedsport,OR,97467,USA
Waverly,NY,14892,USA
Pomfret,CT,6258,USA
Poestenkill,NY,12140,USA
Denver City,TX,79323,USA
Waverly,TN,37185,USA
Hampton,IA,50441,USA
Rose Hill,KS,67133,USA
Lamar,MO,64759,USA
Whitesboro,TX,76273,USA
Hoschton,GA,30548,USA
Lakewood,IL,62438,USA
Franklin,NC,28734,USA
Caro,MI,48723,USA
Carlisle,IA,50047,USA
Mathis,TX,78368,USA
Sullivan,IL,61951,USA
North Wilkesboro,NC,28656,USA
Charleston,MO,63834,USA
Horace,ND,58047,USA
Duncan,SC,29334,USA
Park Rapids,MN,56470,USA
Benson,NC,27504,USA
Sparta,MI,49345,USA
Wiggins,MS,39577,USA
Le Roy,NY,14482,USA
Forest City,IA,50436,USA
Southport,NC,28461,USA
Jourdanton,TX,78026,USA
Mauston,WI,53948,USA
Broadway,VA,22815,USA
Bristow,OK,74010,USA
Comanche,TX,76442,USA
Lisbon,NY,13658,USA
Cedarville,OH,45314,USA
